id,is_iceberg
3e4f005e,4.4703484e-07
4a4cc2e0,0.99933296
9bdd88d1,0.0
0d832bed,4.7683716e-07
14a134fa,0.0
78a41676,0.0
0bd4658e,4.8577785e-06
4a311bb0,0.3574797
f939c817,0.0
956adc4d,1.0
f8a119f5,0.020173073
61faa1ad,0.0003605783
6725eb3e,0.0
17b3a8fd,4.3451786e-05
49a88dfc,0.0
2d6ec645,0.001000464
0d4d77ba,2.0861626e-07
3ee672a2,1.0
738b41fd,0.9941516
f7fb320d,0.00010880828
b42fad18,0.0001116097
4ab8b00a,1.4901161e-07
f7870f2b,0.052202612
4978666a,5.662441e-07
f1b0d6c7,0.0
5642407f,0.010333359
36d4ff92,1.0
4139aba2,0.01068905
7585ce58,0.0
33e25984,1.0
ac46f3c9,5.6624413e-06
fc34a5b8,0.99998224
85c36a8f,0.0
b2d8a426,0.112368435
13ec60d1,1.0
9d440f42,3.6656857e-06
1c0a891e,0.0
981c3bc3,1.0
295604f4,0.040533006
16ca16c3,0.0
b4dda837,0.00075024366
88d088ef,0.0
1b4fa160,0.0
f371bd82,0.0
b130a0b7,1.0
ebf1de82,0.0019690096
01e651c3,1.7881393e-07
51b1fecc,0.00016927719
fa635a31,1.1920929e-07
97b7d789,7.337332e-05
2f598053,0.0
c0e3e148,2.682209e-07
cfa175a8,0.0011899471
3d7e09d8,3.2484531e-06
44a13d1b,1.0
c66b0948,0.002308637
976a6d64,0.0
8bbd8909,0.9989977
522890fd,0.008862019
f23a3b95,0.9729619
680039dc,0.72767144
93028e53,0.99885476
22a16932,3.2782555e-07
7d8126d2,0.0
ba2ecd75,0.0
8071bdd7,0.9077667
96d5aeee,0.0
154be68f,0.9999987
d8c2bfe2,0.9999999
f76d47b0,0.0
0e781ade,4.1544437e-05
13cf6060,0.0
cd99f710,0.13659868
d10005bb,0.0
3a31445f,0.9999999
3157202d,0.0
6ee64703,0.0
e5de8685,0.0
02cc70ba,0.0
50984a87,0.9550528
fa94957a,0.9999999
eab406b4,0.027796
3ad39398,0.9996099
9ecf3802,0.7210517
6048ae7b,0.0
9dc68871,0.0
13701465,0.09423584
8d8779f3,0.0
0712f269,0.4092473
722c2597,0.0
478a2b08,5.7816505e-06
38f5fb41,2.6226044e-06
c52ad74d,0.99384224
0c85fd09,0.0
f1582cba,0.9988573
ff836697,0.8705189
ddfe4802,0.0
3cef3bc7,0.99997663
6a21542b,0.0065069795
150e23c4,1.0
078c6d99,0.9816117
1dcd1dc3,7.838011e-06
39967e45,0.12175399
6b6333aa,5.9604645e-08
4ae61433,0.0
f96362e0,0.0
97a88aac,0.0
427ae8ce,0.00018531084
209d4b15,0.8752171
64b453bd,0.0
0f5a484e,7.9602e-05
5ac74969,0.9999713
736ed43e,0.0005660951
8533795f,1.1920929e-07
f5b54fb6,0.030440211
6eb4c041,0.54618216
97afdf42,0.24911591
1bb488db,6.854534e-07
f132e44d,0.0
d3c2f140,0.9994165
1756794d,0.091774374
9efcc11f,0.0
14c966cf,0.27121282
59cfe4d1,0.03206724
883151f4,0.0
34c4c9ff,0.009035885
70b4c2eb,0.99997985
96a337d9,3.376603e-05
7fe89ffa,0.051853865
057c7a22,0.0
451cc057,0.0005708337
05076700,0.0
dc52f6c1,2.115965e-06
b03a59f9,0.0
129ed4b0,0.0818671
fb611563,0.99999917
ac32e6f1,0.18822235
c05c5ab0,8.1032515e-05
3163d5ed,0.0
02096ca4,0.30201048
e92496c0,0.10674864
1a9e2c50,1.0
0864e334,0.99999416
d976faeb,0.7248275
1d7b342f,0.0
281bc1ea,0.0
bea9f0cf,0.0002708435
f4afa0e6,0.0
e1b5ef69,0.0
b50539fd,0.0
2a8c9c15,0.00029820204
157ebb0c,1.0
247d3614,0.0
0c6cc0cb,5.4836273e-06
aae88d39,0.74652326
0c77b464,0.16690531
963cf5ea,0.0
1b371d8b,0.9999747
225bc00f,0.0
bc0a4eec,0.0
1099782e,0.042683065
a18feadd,1.0
ad7f4932,0.23803642
5f8f831e,0.0013627112
b5167c35,0.0
0230b06d,2.9802322e-08
f8d7f7ba,0.0
08bd1053,0.0
58e4dc8c,0.0
4793ce8e,5.9604645e-08
304caab4,0.0
f2ee6d7f,0.9946923
e1f9c0e4,8.940697e-08
8e40401c,0.0
5d9eaba2,0.0
55e7562c,0.8915066
9da6cb4b,2.9802322e-08
c3c1c8ec,0.0
3b38698e,0.00067815185
6c9eb909,2.2649765e-06
482a3d1d,0.0
0e9918f0,0.00032255054
ef894fd2,0.0
4b82e7f7,1.0
b9cdd7fb,2.682209e-07
94a496f4,0.0
995eacae,0.0
41b02e58,1.0
69f04617,0.7106514
c889a03c,1.0
91f98acf,1.0
9135c19f,1.0
1f0e9c09,0.0
260d6e8e,1.9669533e-06
46334397,0.0
f34ddf31,0.9991648
4d6177d7,0.9999994
76a57270,0.13104239
217b8cea,0.0
9a45a566,6.2584877e-07
1b55c75e,0.0
7bd92ec6,1.0
6c409f41,0.09641379
df3e48eb,0.0011935234
62723e57,0.0
b8e627bf,1.1920929e-07
86bb5d85,0.98814106
77e5034c,1.1920929e-07
607079e5,0.0
96879fb4,0.0
6afe606d,0.71992755
4129802f,1.0
a42300ef,0.110569626
1af842f5,0.45377606
3fe57d78,1.0
f4e60ed5,0.9999999
68c8337b,4.1633844e-05
914ed5b5,6.7055225e-06
a6bb5987,0.00023725629
c781c439,0.0
47a1a25e,0.86432743
80ea0713,0.99999774
a9d001bc,0.0
f94d098a,0.00032499433
3e230e0e,0.0
24afa485,0.0
bc37db7f,0.9949802
83f99e4d,0.0
1a8d86f7,0.0
38136419,0.8189106
d393e637,0.022735864
36902570,1.0
327f7b25,1.0
3f8543c6,0.0
a0d42a70,0.003134191
e07ba430,0.8534597
c6e53803,8.6426735e-07
fec4dad8,7.3611736e-06
933fc5ba,1.1444092e-05
c27eda4e,1.0
9b94d2c2,0.0
a2dbdb31,0.0020157099
816258dd,0.02511838
81f11218,0.0
c4bd9d04,0.00026968122
c6ce9bf9,0.9931977
a7b3cc29,0.61492854
527870bf,0.02853471
9af26068,1.0
0b591e70,1.0
2b1e57c5,0.0013551414
194db786,0.9932214
e09ba644,1.0
fa2ed3e5,0.99999917
1ba92726,5.066395e-07
8c8f45b4,0.0
f8889f44,0.0
598e255b,0.0
45f1aa7a,0.9988244
022956a3,0.0
d406064d,0.0005761981
76617947,0.0
d0e5dccb,0.8183023
33271da6,8.046627e-07
0840e2b1,0.9885721
521a9f4d,0.9832206
7286b1dc,0.0
5b6acc2d,0.0
e034cd34,2.682209e-07
46577660,0.0
bb4d6f24,0.7979921
bfc7a3f2,0.00034293532
abc66be8,0.0
3627189f,1.0
e49a77f6,0.0
a209d7ee,5.9604645e-08
dee69cf6,0.9999976
9a6261a0,9.4264746e-05
a8e444c6,0.0
a6a66a28,1.0
db7022ff,0.0
0dfb45d9,0.998716
81c983aa,0.0
a98fb5e1,1.0
99e004d7,0.0
d16e5fbb,0.0
3c352f9e,0.9511747
12202699,5.364418e-07
86af0236,0.93181133
f3703e6f,0.9999999
4a71dc34,0.9940757
321edcdc,0.99940383
e365a657,0.0
45755c9c,0.0
873b0829,0.0
72ccd009,0.0003796816
205243d9,1.0
d9202f36,0.0
9d0c30b0,0.7523583
56644ace,0.0
c63f527f,0.0
bb84b9bd,0.99994934
6f68caf0,2.2947788e-06
8492119b,0.09840447
71bde48d,1.0
d2d6e2ba,0.9982656
6f4b309c,0.0
b3cc5ba3,0.79923713
fee39547,0.0019212663
4893137a,1.0
e283c4c4,0.0
25bac62b,0.3283949
8fd88dd6,0.0
b48c104e,0.0
221d500b,0.0
8f0de087,0.9999989
32342e03,0.0
a8da99d8,0.0
93203755,2.9802322e-08
d3c88528,1.0
0d7a17b3,0.96416885
bd72f5ec,1.0
e953c0fd,0.961361
e730b6c6,0.7975526
c086033a,0.0
a521d303,0.0
b023957a,0.99787414
3e0f04e8,0.0
60647cba,0.0
2f5c43a8,0.9041362
b54ba69b,0.017420083
eac962ff,0.44684103
7e2a3763,0.13154873
9362d863,3.2782555e-07
8f1b833c,2.3841858e-07
79727ff5,0.089687586
62614c75,0.9920577
75a03adf,0.0
cf138392,0.73540103
bf467a96,0.0
c8b34651,0.9999999
105a5c54,0.0
bf6de75c,1.8805265e-05
060702c8,1.0
921bad2c,1.0
e0d17eb0,0.0
9a3825c9,0.00010681152
8eda717f,0.0
78906e0c,1.0
c60100ad,1.0
90a72a52,0.07133868
d80e4ed4,0.00038543344
339cd0d2,0.0
d99de899,0.9889178
357e20d1,0.0
a4d190da,0.6106628
bd226217,6.0796738e-06
476e2771,0.9999996
4e483506,0.9999267
f70ea081,0.99999964
4645e56f,1.0
e6d05940,0.99703825
f8b3c6af,0.0001540184
c89d6aad,2.6851892e-05
0cb57f6e,0.010643125
86a4be46,0.00046685338
75e62d7e,0.0
ebc36374,0.94651604
0ebcb731,0.9999671
24d000c5,0.0
f3c9a4f6,6.2584877e-07
1bc59730,0.0
47ea0bff,0.99469745
cdeccfdd,0.0
15e09a1d,0.0
00652788,5.9604645e-07
23649c84,0.0
91188a77,6.0021877e-05
eaca8580,1.4305115e-06
4ce9daeb,0.6109515
d4220673,0.9999808
b6a87aef,0.93124294
8333ebed,0.0
950a3453,3.695488e-05
7074f6c9,0.0
98a02caf,0.11851007
59c8d2b3,1.0
d99d13bd,1.0
de86f1cf,1.0
8f4b1985,1.0
a7779b04,0.0011432171
2caeab11,0.0
16aeea7c,2.9802322e-07
b9d19ab9,0.99899995
29c5d2fd,1.0
efcefa55,0.1769363
099161c3,0.0
12b49195,0.0
96a1ce13,1.0
67964b4f,0.0
b61c605c,0.040047646
bcfc0f16,0.0
bf0cb956,8.761883e-06
12f6aa7d,0.0004775226
f36f3a0c,0.0
83490492,0.026228964
e3b62b60,8.940697e-08
20b27d66,0.9999997
25c3ce93,0.9992219
67a2ff0b,0.00021442771
9b2d3c1a,1.0
8ad51f7d,0.0
14137b57,8.940697e-08
9ea5aa79,1.1920929e-07
5ea1d2dd,8.940697e-08
979c867e,0.99976635
7ea1e1b6,0.9999964
d65520ba,0.0
765ad2e2,0.70056665
d2957326,0.99999917
24349e24,2.3841858e-07
fd8a2ae3,0.0
b282d98e,1.0
3eaa7a61,0.0
16533dd4,0.9999974
4adb68d7,1.0
565005b9,5.662441e-07
51d86e0c,0.9999999
30635642,0.0
d9480a60,0.8721374
b2647128,0.6847722
20478c55,0.99693763
caa0d105,0.0
474f4534,0.3480788
d51e3867,0.9999621
e5d1bba7,0.0
e7000b2a,8.6426735e-07
78f06b79,0.0
8a9f4bee,0.9999465
3d716bbe,2.3841858e-07
6e1ddef1,0.86209273
9826f39a,0.0
3fdc82f7,0.0
31f013c3,0.0
97a9df6d,1.3828278e-05
10e65294,7.247925e-05
0bdca1a5,0.64256656
374037fa,0.0
1d1a0cec,2.0503998e-05
d415c5ad,0.023430109
ced1306d,0.0
f43497f3,1.7285347e-06
ffd13a9e,1.0
6f67148e,2.9802322e-08
be322b68,2.1457672e-06
af209b44,0.0
69b53a4a,0.0060101748
4c085180,0.00014925003
608cea18,0.0006687045
f8bebbfd,0.0025297701
ae16855d,0.0
dfc700b3,4.4703484e-07
e3bdd9ac,0.99999857
87a8ea20,0.9511386
3c3da9aa,0.0
76c882d6,0.0
9e429645,0.9999998
7dc9c990,0.0
f38d53ef,0.021620095
e1785b6e,0.0
80c673fb,0.9999995
a8b8c20b,0.2040537
6a1ff150,0.99999845
2f68d4fe,0.8447466
c462ec65,0.9999994
c374d5c4,0.0
d20769b3,1.1920929e-07
c467fe4d,0.0
1356229e,0.0
b1532127,0.005711466
3777ee22,1.0
4ba6023f,1.0
08504ae6,0.9891484
5e0b4cc5,3.0696392e-06
249a0c1f,1.0
24b3497f,0.9972417
9edcf494,0.0
53297290,0.0
6d3a269e,1.0
1b0d38fc,0.0
02747427,0.8975084
38867253,0.99999464
c392dbd0,3.07858e-05
8939734c,0.0
097ba3af,0.0
30f0f835,0.0012931228
bdab1bcf,2.4437904e-06
1070a984,0.99999946
c41b8a90,0.9999997
86a3b5cc,0.3346623
d0a3719e,9.119511e-06
b1a8067b,0.6405263
911bc6aa,0.12429738
67a2d0ac,0.43155178
11447262,3.5762787e-07
12fd1375,0.0
f2898538,0.0
0e7355e2,0.0
bc2c87c8,1.0
94001156,0.0
d5855224,0.00045201182
a3c1a552,5.275011e-06
edcf54fa,0.0
a28b90eb,0.9918358
63cd028f,0.0
dbc79657,0.0
bc856bf1,5.066395e-07
c7e25a70,0.05830574
9771b119,0.0
836db0d9,2.9802322e-08
f5685d3e,0.002762884
bb04299d,0.052614123
163a9d23,0.02119276
5283c614,0.0
2276d5d8,0.004781574
ccb77e34,0.0
d4a75bf3,0.9394107
e15f46ea,1.3113022e-06
992a45ba,0.29457638
056e7768,0.0
a1dc016b,0.0
38db82cd,0.0
3295f3ae,0.0010678172
a6ff3660,0.9980756
5981b799,1.0
2636d79d,2.9802322e-08
7a8521e2,0.0
9b53021d,0.073038846
0a37be18,0.9999542
a8676e55,1.0
3488b8fc,0.00052425265
b86d4006,0.5054381
33888635,1.0
aa9ca5f9,0.0
08faf0f6,0.0
5320cd26,0.0
2c57fdaa,0.0
d467ce62,0.0
888a568e,1.0
88d6c838,0.22349873
8f138517,0.0
e1108dc0,0.0
9e9cd6c9,0.0
ab893af4,0.0
4d4b30ba,8.940697e-08
7ce15e26,0.96007663
dbc45500,0.0
6a0cde3f,0.9999918
2658014c,0.0
08d20604,0.0
03c83dc9,0.0
d741ccd1,0.6703534
992d48b6,0.0
b1ea3253,1.0
da379e69,0.9991899
73b429af,0.9999987
2aefe712,1.0
1e3634f9,1.0
069ee09e,0.004667431
a7970f81,0.0
23084d2e,0.0
ac57710a,0.99999976
02553267,0.99999905
0971c6c7,0.0944289
cdb7f1fe,0.9999778
d3af3f60,0.049498856
59daf44b,7.233024e-05
c2169934,3.3438206e-05
da03b56e,0.002408713
474ea404,0.68950623
f686cdc4,0.0051062107
f865b354,2.0861626e-07
106df554,0.00010031462
e5637171,7.748604e-07
cba8985c,0.0
cc09c9ce,0.0018137395
0b85b33f,0.44226837
92f20625,1.0
6b1379dd,0.9657972
ed2b1df1,0.25758672
325124e4,0.0
7455c944,0.0
fd68ccc1,0.95235133
8df9100d,0.99893236
c406df9b,0.0
4978870c,0.0
383f95d6,5.9604645e-08
aba96bbf,0.0
6bba66b4,3.874302e-07
b86fa0c9,3.0398369e-06
a2abc369,0.9997959
0b40c014,0.9913554
d45add48,0.10498425
00193999,0.999998
c2f1b710,0.9615482
53750c72,0.0
3137ef1d,0.9995159
bc6b8e2a,1.0073185e-05
7cb546c6,1.0
d59a2349,1.5765429e-05
04d04b9a,0.13834515
05ac1343,5.9604645e-08
2917895f,1.7881393e-07
342a1d01,1.0
78309e4b,0.7208229
5c1a5aba,0.0
fae57f79,0.0
23821d71,0.0009913743
5780b19d,0.0
11c67865,0.043483794
8564f114,0.025136441
ec7d0fdd,0.004164338
9a0446b8,0.00024408102
5f5da69d,0.98339283
7a11839b,0.9999857
763c9bbf,0.0
15a7b5c5,0.0
e9c7e251,0.0
2555c207,0.11356071
ec8d9784,0.0
08fd9d10,7.4505806e-07
9504ae29,0.0
0b91a24d,8.940697e-08
e62e6cfe,0.9999929
5d1291bb,0.022336543
b3c1f2e7,0.0002720654
c6a8db21,0.6318704
f2c137fd,0.99999714
b61e8155,0.039575398
45b9ee35,0.0
8fe9c49b,0.0
b98ceb09,0.0
70c4a435,0.011930615
d953d111,0.59049785
da7de86e,0.99323756
519f8611,0.002421558
75eefdc3,0.0
62412092,0.9966072
de8ec010,2.0861626e-07
ee6121f8,0.0
412b66e0,0.9934814
7405c131,0.0
efff4306,0.25023532
5658d679,0.0
617f88fc,0.0
a120100b,0.0
0971369e,0.95908415
83f7fe7b,1.0
12437da1,0.0
8e7f96a5,0.0
a08237de,0.0
a013bd6f,0.0
c6fdd404,1.0
317e2af4,0.0070467293
dd9878c0,0.011773825
42e76a51,1.0
022f77e3,6.2286854e-06
cada3682,1.0
53074f1f,0.0
e6c19679,0.9823355
dfb69b8b,0.0
e1572941,0.0
8d549cd2,0.0
6913594d,0.0
6e528fd6,0.9999953
c8b037c7,0.0
c3b6c880,0.0
9684ac04,0.0
6d974acc,0.0
57b10462,3.9100647e-05
b2373298,0.0
8e946e10,0.9999994
6acee7de,0.0
8ad7cc2f,0.0
8e6e087e,0.0033804476
c3e46df5,0.0
f6983f34,0.9909144
8130a3aa,0.0
0f11be03,0.0034378767
766073e1,5.9723854e-05
e67f6889,0.99999905
148a0930,0.0
b333ff97,1.0
1c148a28,5.096197e-06
ee0b02d7,0.6190038
fa1c5f6d,3.4868717e-06
9b12ae1f,0.0
3bb60b1b,3.2484531e-06
096e7594,5.9604645e-08
ac98996a,0.0
1b7b9b9d,0.0
61b2ac6f,0.8613442
2bd414a8,1.0
73d12826,0.0005262196
29f7ec33,0.0
265f8aa8,0.99999654
0d6be675,0.00035104156
a00ecdf6,0.0
c414328a,0.0
d47de87e,0.9999119
376f984f,0.92292136
12a35aa5,0.0
8ecfd739,0.0
2cbc30f4,0.0035007894
aa4bdf31,0.00065404177
69d18f51,1.0
50cd4394,0.0
bda732e1,0.0
8e77e385,0.00010946393
49dfd51a,0.006676048
b0a3e728,0.0
518061ec,0.99993855
bb306c8c,0.0
1b2cf099,0.0015137494
e7c405e4,0.006486267
1fc79c9d,0.00030580163
3427cd60,1.0
8fc604cd,1.0
0981acfd,0.0
512e9c5c,1.2218952e-06
ae9f2426,0.0
a8cd44c8,8.0913305e-05
acac91c3,1.0
35988937,0.0
2a2dd539,0.0
3f971e0a,0.0
7e09131c,1.4007092e-06
82726c59,0.1294679
ec4c3dbd,0.012556225
2a851255,0.0
2cebdab4,0.99991757
013b617b,0.0015780628
21a8603a,8.940697e-08
fe2f2579,5.1259995e-05
df069a3d,0.0
595f7f57,0.99996674
081bdb0a,0.0
6f8e7b3a,0.0
d1824fe1,0.0
3ddc6778,0.8595323
57e4244d,0.9868281
18e2e176,0.0
7394cdbc,0.9999989
19821b41,0.0
12e9563c,1.0
b96c9ed9,1.0
096d9c1b,0.0
97454a30,1.0
43b6c5d3,0.9978514
2c58bcc5,0.0
0c71dc02,2.9802322e-08
f7cd79b0,0.99938416
922ec513,8.940697e-08
561b6b2c,1.2904406e-05
32913f04,0.610339
77aad507,0.0
d62d5a9c,0.0
be70bb3d,0.99985456
84920252,0.9996284
b9623d93,0.018684804
ba925eca,0.9971124
181ecadf,0.0
6fbcc9e2,0.9999931
57d5b182,0.0021459162
d3013a36,0.07979196
21cafb54,0.008811653
d1a6cc74,0.0
c4017d47,0.0
22e05854,0.0
7eb53ec8,0.9999989
c77a806d,1.0
c114c951,1.0
71495521,0.0
98bb1260,0.001830399
546ec108,7.838011e-06
78f39102,0.0
26b6379a,0.83844364
8cb14c23,0.0
75892ee1,0.0017522573
3d31d65f,2.0861626e-07
30784a7a,0.0
efba2a23,1.0
9fcb2c5a,0.0
9910ee7e,0.0
dc97b587,0.0003899336
7732ca72,0.0
c4bac1f1,0.9449183
a80ddf30,0.00048193336
fe79c536,6.1392784e-06
84e34259,1.0
7db3b563,0.0
5e946e6e,0.9992816
76881bf4,0.9999946
7c606237,0.0
7aa06d7d,0.51070154
0d035cbc,2.682209e-07
0838e69f,0.0
f6715e39,1.0
499004bb,0.992788
4cefc9ec,0.0
ded95f0a,1.0
073112c9,0.0070112944
96cb4df4,0.0
0962de0b,0.9994448
cea18b7b,1.0
75463cb0,6.54459e-05
4a59c201,0.024962097
29d46646,0.00014445186
e6134ca4,0.6178705
445ae936,0.9998422
420d8dda,1.0
bae1b5b1,7.778406e-06
9f49327e,0.53927463
18b52f62,0.72327495
b02bb341,0.0
e5be8689,0.0
b5b85b95,0.0
b94f72e3,0.0
a79114fd,0.0
502ffafa,1.0
b8e274d7,0.108032405
e37f8f63,0.0
c8a5c9d9,1.7881393e-07
d574bf84,8.276105e-05
88bc1b71,1.0
3261e3ee,1.0
e65424cf,0.0
706d2090,0.0
94d4c49c,0.0
51ba3d48,0.0
fdd4c395,0.028586626
12eed563,1.5497208e-06
f93627e8,1.0
df51a7cd,0.9994041
c84092af,0.0010477006
514a25a2,4.4703484e-07
5d421481,0.02183032
d3859efd,0.999879
eb024725,0.0
0d8537a5,0.05726832
fe708ff7,0.043978482
1790bbf0,8.940697e-08
8a30487e,0.48302338
70a01d16,7.1525574e-07
89bb7fca,0.9999988
398c1300,0.0
41b43c73,0.0
72d2839a,4.386902e-05
beeb98cf,0.0
c409f194,0.9699064
0c654278,5.990267e-06
fb155295,1.0
103d1e1d,1.0
6c755ff3,0.0
3722a062,3.2484531e-06
90611922,0.95835316
77b432f1,0.99999964
ccf53246,0.9999951
4c52089f,3.671646e-05
81e05676,2.9802322e-07
732c51d0,6.2584877e-07
b60c6094,0.9997967
2e9db48a,0.9989979
68cdc732,0.0
e1f9dbd9,0.0
31fd12b9,0.25789088
72bd3e45,0.36553615
84e2f1ab,0.99745893
b4b6d3d0,0.9958941
874d507a,0.07238975
44775bac,0.0
83dfaf91,0.0006582439
a9a1cc1e,0.0
227de452,0.0
14519bcf,0.0
970a9821,0.47574186
e84230ac,0.0
550e4ebc,0.0
5e98d635,0.0
667d386b,7.927418e-06
503fefff,0.21517089
08bcb429,0.8200302
90c293d2,0.0
bbc84c36,0.0
3facaac6,1.3232231e-05
e8d1bc63,0.998284
0ba50202,2.9802322e-08
9d947517,0.0
e084ed8f,0.6595806
7051b370,1.4901161e-06
910f551e,5.9604645e-08
8d238915,0.9981781
e7238f30,0.0
a658f1ba,0.0033974648
0b4e7093,0.9992007
4d59af79,0.0006327629
99a7b417,0.32759088
e5798365,5.632639e-06
078c699f,0.98286057
b2cd6017,0.98311794
89b3960f,3.3468008e-05
104d981d,0.8168169
05e410e9,0.0003363788
44556da6,0.0
207e5145,0.005752623
390ddfc0,0.0
2e82728f,0.0
4245d2cc,0.0
d43a187c,0.9999996
52b60236,0.0
cc22996f,0.0
bf08f16a,8.940697e-08
47dea2c3,0.017790526
22ac0bab,0.99898267
49c670ad,0.06536934
1040e727,0.0
f39933c4,0.010774583
30474ea4,0.99999994
73978670,0.94539
527ad437,1.0
78f83e41,0.00010225177
12921cf8,0.99999905
b960192b,0.0
9dfaf61b,0.0
cec954d2,0.0
00bb437f,0.12917748
06458d98,0.0
37ba4455,0.9998318
2feeeaf3,0.99999994
06c83a48,1.6093254e-06
dfe4fd55,0.0
0b7fb9da,0.0
52d1ae5f,0.0
0ef51267,0.0286915
0d9822ce,0.99999654
bcad7099,0.0
a26a7454,0.074688315
93b7cc9d,0.86859846
dcd0ddc6,0.06547746
16655d5c,7.638335e-05
2a6150ae,0.0038203895
601fa9bc,0.0
3644a31b,0.9970187
396254ec,0.9964887
b01bf536,1.0
ff13313c,1.2218952e-06
18c308c7,0.9996892
50b69cc6,0.8182167
76bd6e6a,2.3692846e-05
74c587bb,0.9656848
11b26a63,0.9984664
bf2bc384,0.042124182
075634d5,0.0
7b1e388b,4.6789646e-06
8eb02fc2,0.99814
5b09ed4a,1.7255545e-05
371b935e,0.9653057
7a1cbaab,0.6047712
c5c72595,1.0
c5ea95c0,0.115850866
a5b61d35,0.0
2c252c46,3.0100346e-06
7d8e52d9,0.0012770891
13fe65d5,0.95723474
a3d2abc6,0.0
9248daa9,0.9999999
605470fc,0.00052189827
38717ccd,0.9947716
1144cbd0,1.0
6d32e09b,0.9999621
89b138f7,2.0861626e-07
a83f69a4,1.052022e-05
68b7f89d,5.3942204e-06
a0998397,1.2457371e-05
7e20006f,0.0
93b12419,1.0
475c5a35,0.019834638
67f42c90,0.01111111
45a114e0,0.0
41a59ee9,0.6717078
6c2c6a39,0.1472047
9f840a7d,6.556511e-07
2ad5ee96,1.4007092e-06
cb8b875e,1.0
2283d088,0.0
545f8210,0.0
7eeed38a,0.999985
be77b9e7,0.0
16ec40a3,0.0
b7e74bcf,0.028351277
8a36acfd,0.99891275
d2e5b493,1.0
bd88797b,1.1920929e-07
78566a26,0.0
32449528,3.629923e-05
5f6ffdad,0.99217886
38bdc33c,0.16317666
f88a9ed3,0.041178018
c1fe2103,0.0
63f7ddd9,0.0
97e123d2,0.37705997
7d078228,5.9604645e-08
6b43e60f,1.0
e07665a4,0.00044432282
4da0c147,0.0
1d2474a1,0.13336381
f39a3050,0.0
aaeb3f89,0.0002606213
daa3d1e9,0.0
23cad3ed,1.0
dc8fd92d,0.99999994
994a2787,0.0
5009ce8c,0.99999917
95ba90c7,0.0
bb176f20,0.0
57ccd603,0.0
c3767f5b,1.0
076492b4,3.5762787e-07
68864007,0.0004133284
fb124dd7,0.0004980266
c59fbfc0,0.0
ddce9f51,0.008305162
c459dbf6,0.009595871
1a39b44e,4.6133995e-05
a31f8519,0.0
29ff4d55,0.0
c0a87a44,0.0003592968
aa07ea34,0.0
ed7b77f3,0.9999996
ccb10918,0.0
aba1f2cc,0.0
0c4b7ce6,0.0
26a29fae,0.0
6a1a9b91,5.9604645e-08
fda0d9b3,0.0
2f7da2f9,0.55763483
948317c5,0.0
df315de0,0.0
51762e5e,0.0
9be1f9d4,0.0
b20f16ca,1.1920929e-07
24f677ab,0.0
19d36f67,0.0
db098e36,0.9803823
3ab323b5,0.9924866
db204654,4.7683716e-07
f0b7c362,0.003639847
9c36083a,1.0
00247e48,1.0
99064331,0.9946358
fb023b97,0.0
834a13a2,0.0
b4fb7c3b,0.09082964
cccc91e5,3.874302e-07
e777f5c4,0.0
8a367850,0.0
01aee49b,1.0
09a3f3cb,8.255243e-06
